Ko,h,eps2,eps3,chern
1.4634473877169514,0.9481250898766822,0.02448474813299728,0.14665574560149308,0
2.142312364249116,1.1314388163922295,0.05447089856399118,0.7377321902968631,0
1.6007736824113836,1.8131363133536702,1.0389687419932936,1.0344061250696168,0
1.768802072400486,-4.93604200913926,0.8341623866768489,1.1491729722600763,0
0.020897822070705785,-0.1846416405688327,0.2324901264883008,0.4852853493140984,0
1.115275569469814,0.9764308029049875,0.13434403303742232,0.9495725606683934,0
1.1312959785901722,1.549068975741001,0.304173871143539,0.17851569281318325,0
0.8397184130790749,-3.0070135686167268,0.10971898328401963,0.7688299682348019,0
2.544847200960771,4.573004707136498,0.9975243857312404,0.13276693292721942,0
0.20528701740789868,-3.964064889340131,0.8011115087338259,0.6923752812636003,0
2.882425003989935,2.9740771375130484,0.2317790882879323,1.1147686154382213,0
0.4781865612342201,0.0803135423597876,1.2990680408080812,0.8452737736659679,0
0.35110008108929025,-3.2948437187279622,1.4664631054091528,1.190862310028279,0
2.621872534295417,-3.4683552216928257,0.34098578597206575,0.2012487114317324,0
1.1107665389715113,-3.145745307263914,0.1672443637592571,0.6440541898697556,0
0.2714607700022874,-1.8265995199357796,1.3923704632352214,0.735987974504025,0
0.2626938822878192,4.228843741854675,0.9434620021905981,0.5230254379895312,0
2.8632148334327505,-3.883717996912721,0.8421667588335221,0.45486964072666525,0
1.1657000442013312,-2.6153913020322794,1.3139890174755662,0.5784756327427314,0
1.0147820881048437,-1.7015024073122778,1.4574163207536146,0.4520603521336563,0
0.09648519722908933,-2.955741503147775,1.0637242422711202,0.5137324366409023,0
1.923671770041601,-0.9350500028614048,0.09462309070178754,0.1057885429309477,0
1.5623573536787596,-2.2280632996555716,0.6359751041620803,1.321086809683113,0
0.3513206324215622,3.17471315716419,1.093064189910875,1.3517000293956958,0
2.7097977703148577,-0.1449015497549997,1.1882090805323196,1.3566127930146883,0
1.66466996517181,3.8426293264114957,0.478947798820514,0.3317373756128729,0
0.9205183879295026,-0.7464008285669479,0.10753476216454655,1.4723875123058048,0
2.9015634641704193,-1.4155356418429776,1.1870392771606588,0.45796912092411657,0
1.3984871443212064,2.7991521594177016,0.6104116714275758,1.393676325067087,0
0.1322899771724172,4.243100556063768,1.4273252497630724,0.6657627726892674,0
2.004392198024197,3.1735963302842247,0.873940076149182,0.41306886328094555,0
2.3966203269018953,0.28100830681855005,1.131040980898176,1.078583953328145,0
0.8166248120740037,-2.719702795478317,0.18270285987765789,0.5342166598971746,0
0.483653450818862,0.5069525847063545,0.45259557441101916,0.2849898626699337,0
1.100068419165093,2.791259899571884,1.4539054358634709,0.34063528757020134,0
0.9008828043085739,1.6572910056505252,0.9147438267121872,1.229197087727875,0
2.0391558913591377,3.363610954900661,0.18013962469551859,0.5281277280583355,0
1.2133048670286715,2.475809477823799,1.459269088035235,0.9409786717279993,0
2.662316280932819,-2.3614309685630164,0.12397080016411677,1.150459485889711,1
1.406537170538285,3.4483602745438553,0.856849452627345,0.5336718513378642,0
0.05355884430966806,1.4178534866465053,0.3596283968913249,0.20795271822323824,0
2.991955670722957,-2.6639620498151437,0.7658017263396628,0.6969510018896059,0
2.9583302939986713,-0.885600380627273,0.35012261720487686,0.5439546077699042,0
0.7269278910690475,3.4685044075831133,1.3505570262425475,0.0878745284651335,0
0.7604590888629778,-0.14391430100703406,0.6413363949217477,0.15711309881912322,0
1.1182587105982789,-3.0213234267494613,0.4387142722124372,0.37588585145338177,0
1.1214740918626478,-1.0718215391800023,1.0527468789901087,1.100482279413934,0
2.9993970769195,-0.16457347940039035,0.5481699255817272,0.9647230848376634,0
0.12011778965626152,-4.203823193869159,0.6596063232954135,0.9280682084257406,0
2.4144998361839107,4.187264749554181,1.22831681000164,0.2094181940576349,0
1.3691443085451227,4.684328951813164,1.135427571040057,1.160545168240728,0
2.4586769817567578,0.6189819281156375,0.025845927260248702,0.030775886111569728,0
2.5457070008296343,3.428969526895653,0.5666391185979542,0.21666908792405748,0
0.4984547364498747,0.25974519155524867,0.14821961084503021,0.9617338776516643,0
0.4253736639231278,-1.7286275074330169,0.1334301074206249,0.20696248574409248,0
1.6080664885220242,-2.029828070985756,1.2885840777957043,0.3199223140682104,0
1.656459435552136,2.493839147947023,1.3691511427234972,0.4880571898975369,0
2.91451274000611,-2.099749899390856,1.1473164359662351,0.33371943317324565,0
1.4547510205392666,-0.0923247881494067,0.17420997093144097,1.2314906064644189,0
0.06611823348436707,3.140323267305652,0.5396298882312109,0.5560836797520683,0
1.153067917303542,-4.722496169358765,0.36024059450210544,0.38314689803476093,0
2.22343256880213,2.781991016853369,0.5827025819403763,1.097374527606608,0
1.6130329840572284,-0.6985308873536686,0.7138091808039947,1.3555429233049106,0
2.670052369423655,0.90609352166625,1.247800271907877,0.2028875550926182,0
0.16423396164729798,2.4228344575668617,1.3396462967526723,0.27711132275269523,0
0.35723929190069037,3.1772343154621367,1.0758967947720883,0.7273540479440248,0
2.4637276448713337,-2.6670163920803724,0.8730317002502875,0.0038917960388228368,0
0.9965049381798992,-0.18488878008582788,0.6908820200075473,0.8059767790891313,0
0.8923548721844788,1.8414585790547147,0.6319355577412235,1.4760390038547917,0
0.4216978951388758,2.1212321361274196,0.828523206193384,0.4368542703752003,0
2.914578195946547,2.182636938276529,1.3025646364202577,0.3477080681277221,0
0.04338254843905853,0.9689117300705412,0.13159260968480768,1.2552008295843404,0
2.426564280423922,-4.1884035596492675,0.657263736110367,0.08251967073219918,0
0.11746074858963507,-0.7613959670865302,1.2960060929410706,1.1939145525736077,0
1.4999067238672192,0.700162300571014,0.31508931409783747,0.604392991997748,0
2.5426489977992803,0.814323627090987,0.019987513965464,0.2435623258636309,0
0.07298658324532803,1.673323197893854,1.218874966217726,0.7891992085968664,0
0.7439730987860246,0.6103852275643051,1.3669798905994417,0.9899310070448908,0
0.19676662866488004,-2.104385996810667,1.1716003387230434,1.4522582535898207,0
0.2228933771990005,-1.0911306164293713,0.707350419443441,0.2945185253384168,0
1.9047719124199265,2.3968947636787625,1.0923627989060867,0.4697637799612901,0
0.33705223952759356,-3.9332826555772815,0.4363060445095438,0.5078453762826172,0
0.8297598493364879,4.334277648450682,0.9025766790932597,1.4588040478595268,0
0.17341043554237512,-2.345710665430376,0.06360633193770032,1.3538459457634715,0
0.3838598120611003,-4.114066606091318,0.8255867668652873,0.7181801431600126,0
0.09455693686904842,-2.515665844448934,0.2372829836257455,0.7174223336379939,0
1.1269504876503929,4.048788326846076,0.19814294547342892,1.339858553515966,0
1.623323525729385,1.8259963436760174,0.6814364292032066,0.7157822148569178,0
2.161583542023499,-3.535104106578272,0.9770773078613135,0.9823767264142826,0
2.3728810166850365,-4.438926974117113,0.40816265517248046,0.9867250467722619,0
2.7141126557164847,3.5030112965897207,0.7041869693103155,0.08097593696384026,0
2.3686131994031485,3.710296130260181,0.3575031901537501,1.303758024075922,0
2.2285348084710996,2.601634291702563,0.2247424119703048,0.055691060646925084,0
0.4826344742078269,0.8391551468932699,1.3373025855480112,1.2493387967886371,0
1.0864481482904358,0.7201434922817356,0.5841377054476586,0.9914972707904041,0
2.4530638960154207,4.0869613727340734,0.8957813574558325,1.409223961347589,0
1.7981814428366123,-0.08954619955299314,0.921688231172772,1.3934652062577468,0
1.1210076379728786,2.140125956361225,1.1914033758578442,1.2151700972719703,0
0.05948603408080999,0.36959782445350253,0.36266651141093087,0.8690916558091483,0
1.6519450972107124,-0.47657304602850736,1.1697410873063718,0.30953213401254875,0
2.1017204110767356,-0.758703398285232,0.7332082785309801,0.2082413178058659,0
0.38173143594749104,-2.180152150347973,0.39143748794613537,1.0010859769270062,0
1.9662957134485972,-3.9141607088693373,1.0498277666410138,0.29135905779396243,0
0.43772316917155907,4.26670079065757,0.8073221509194151,0.7427226915253697,0
2.3378361298555106,1.6631957186342952,0.2450417576150411,0.07591854875073917,0
1.812292642213756,4.2951032550142045,0.9164789620977174,0.966106296845656,0
0.26217947559659793,-0.3037225624591047,0.13171180433687946,0.37505974897403155,0
1.66541073741372,2.9351377481383425,0.8529515626777878,0.6306157006234878,0
